strategy,pair,cumulative_return,total_return,sharpe,max_drawdown,final_equity,annualized_return,volatility,initial_equity,sortino,sortino_ratio,calmar,calmar_ratio,profit_factor,win_rate,exposure_time,fees_paid,number_of_trades,average_trade_return,average_trade_duration,average_trade_duration_hours,initial_capital,total_return_raw,total_return_capped,capital_depleted,capital_depletion_time,min_equity,stopped_early,max_drawdown_raw,max_drawdown_capped,sharpe_until_depletion,sortino_until_depletion
pair_trading,XRP/USDT:USDT|LTC/USDT:USDT,0.5041705738203086,0.5041705738203086,0.7827506799765236,-0.18193871883716373,15041.705738203087,0.1582271581913015,0.21802872124828854,10000.0,0.5422141855583676,0.5422141855583676,0.8696728173232647,0.8696728173232647,1.2933913512835802,0.6653846153846154,0.3036638462170377,2826.6000184738964,260.0,19.391175916165725,28.43076923076923,28.43076923076923,10000.0,0.5041705738203086,0.5041705738203086,False,,8426.588436569673,False,-0.18193871883716373,-0.18193871883716373,0.7827506799765236,0.5422141855583676
