median_total_return,q25_total_return,q75_total_return,worst_total_return,best_total_return,pct_profitable_configs,pct_capital_depleted,n_configs
-0.19756634293293845,-0.2577382875991603,-0.09706194013542613,-0.3391022023073852,0.04006978987731613,0.1111111111111111,0.0,18
