strategy,pair,cumulative_return,total_return,sharpe,max_drawdown,final_equity,annualized_return,volatility,initial_equity,sortino,sortino_ratio,calmar,calmar_ratio,profit_factor,win_rate,exposure_time,fees_paid,number_of_trades,average_trade_return,average_trade_duration,average_trade_duration_hours,initial_capital,total_return_raw,total_return_capped,capital_depleted,capital_depletion_time,min_equity,stopped_early,max_drawdown_raw,max_drawdown_capped,sharpe_until_depletion,sortino_until_depletion
pair_trading,DOGE/USDT:USDT|AVAX/USDT:USDT,-0.3010133439672835,-0.3010133439672835,-0.8612705964391456,-0.376362544566031,6989.866560327165,-0.12090070954723187,0.1384661315805898,10000.0,-0.5505520422518126,-0.5505520422518126,-0.32123470120183656,-0.32123470120183656,0.6980679018199962,0.541501976284585,0.30875708535283003,1277.840594063996,253.0,-11.897760631117887,29.711462450592887,29.711462450592887,10000.0,-0.3010133439672835,-0.3010133439672835,False,,6759.268964952295,False,-0.376362544566031,-0.376362544566031,-0.8612705964391456,-0.5505520422518126
