asset_a,asset_b,start_date,end_date,observations,correlation,coint_stat,coint_pvalue,adf_stat,adf_pvalue,hedge_ratio,half_life,spread_mean,spread_std,selected
ADA/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8856500880905376,-1.4445422569378226,0.7818381806418898,-1.444649834281574,0.5606932908640272,0.683287651132565,763.8410321308477,-1.3206092960939615,0.13433206324683133,False
ADA/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.98210101316798,-2.7094925620630037,0.19618317051691286,-2.707893423421382,0.07268229378593363,0.8543125614288657,163.57665409948603,0.47302007899887494,0.05448893646068543,False
ADA/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9568492754563744,-1.8937786188736419,0.5831589503408295,-1.8933517895394247,0.3351950732504614,0.7781367204581233,408.9236975946849,0.05037453304282743,0.08406281891178377,False
DOGE/USDT:USDT,AVAX/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9706927439833681,-3.5456014469117987,0.028561409858490722,-3.544558621068704,0.006913818092063131,0.7654583546534192,137.07825050673898,-3.9562560283375334,0.05283731592611851,True
DOGE/USDT:USDT,LINK/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.890546093695812,-1.345931985329014,0.8154449492291419,-1.3425011636619575,0.6095107752837253,0.8170250220429042,634.4685133849513,-3.973673205015152,0.10001219939802018,False
DOGE/USDT:USDT,DOT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9017168756125016,-2.194075829743119,0.42742055756324415,-2.1962939616943293,0.20759328366725882,0.7356678376362302,397.01059418264373,-2.5302092942043433,0.09505087458125698,False
DOGE/USDT:USDT,LTC/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9129836647690781,-2.2069186586811873,0.420798619128869,-2.2058501321525688,0.20412905221523436,1.3498382991595037,206.79429497193027,-7.84971269301291,0.08970150612709654,False
DOGE/USDT:USDT,BCH/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.236623096069534,0.02872984641840266,0.986545825171109,0.03197087879421139,0.9610975367125784,0.5553926431326286,40511.628555184,-5.154435778769711,0.21361507344235495,False
DOGE/USDT:USDT,ATOM/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8525713848773068,-1.9742306976443769,0.5419445492086988,-1.9740752999656404,0.298054560879745,0.647967393201827,508.8919568970478,-2.483925048893338,0.1149005423901317,False
DOGE/USDT:USDT,NEAR/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9252876842435522,-3.0347995505200673,0.10216355027679264,-3.0346723975499414,0.03178086784448995,1.031031019163622,221.31639726838054,-2.523839949282584,0.08338494090155603,False
DOGE/USDT:USDT,APT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8166315106892694,-1.9337885009224467,0.5627769085006905,-1.9336262428474529,0.3164113081005304,0.47882854232871075,509.6241801182746,-2.272435179893178,0.12689353176295926,False
DOGE/USDT:USDT,ARB/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9359001998225476,-1.9472701576333418,0.555855014574084,-1.9463232392844199,0.3105925625001326,0.6187321283183227,330.07144092139913,-0.9938194751494277,0.0774485926030831,False
DOGE/USDT:USDT,OP/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9081723002243777,-1.96317310179039,0.5476599592936109,-1.9630251682694264,0.3030167797858254,0.561297521132693,418.81805222249534,-1.3013778894857766,0.09203210518964745,False
AVAX/USDT:USDT,LINK/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.8650489007075398,-1.5382021586380878,0.74625362346739,-1.5384766958216867,0.5143989348281489,1.0064213207952761,759.008893939616,0.1496055078045462,0.13987408244813956,False
AVAX/USDT:USDT,DOT/USDT:USDT,2023-03-23T15:00:00+00:00,2026-01-01T00:00:00+00:00,5000,0.9092104390245311,-1.7695090872779173,0.6444108888058816,-1.7702485507083348,0.3953292596132755,0.9406676338585578,516.5540228522406,1.8870594096930144,0.11607769721597852,False
