asset_a,asset_b,selected_rank,coint_pvalue,adf_pvalue,correlation,half_life,total_return,sharpe,sortino,max_drawdown,win_rate,profit_factor,fees_paid,number_of_trades,capital_depleted
DOGE/USDT:USDT,AVAX/USDT:USDT,0.0,0.0285614098584907,0.0069138180920631,0.970692743983368,137.07825050673898,-0.3010133439672835,-0.8612705964391456,-0.5505520422518126,-0.376362544566031,0.541501976284585,0.6980679018199962,1277.840594063996,253.0,False
XRP/USDT:USDT,LTC/USDT:USDT,1.0,0.0467956886881221,0.01235538527916,0.9335856534714312,121.07577667520256,0.5041705738203086,0.7827506799765236,0.5422141855583676,-0.18193871883716373,0.6653846153846154,1.2933913512835802,2826.6000184738964,260.0,False
