trade_id,entry_time,exit_time,direction,entry_price_a,entry_price_b,exit_price_a,exit_price_b,qty_a,qty_b,gross_pnl,fees,slippage_cost,net_pnl,return_pct,duration_bars,exit_reason
126,2024-08-03 20:00:00+00:00,2024-08-04 22:00:00+00:00,LONG_SPREAD,0.10568,22.47,0.10514,21.571,23656.320968962908,-75.57666422404861,55.16900781417955,3.3262789823072345,1.663139491153617,50.1795893407187,0.011952622066970595,26,mean_reversion_exit
127,2024-08-05 01:00:00+00:00,2024-08-05 05:00:00+00:00,LONG_SPREAD,0.09259,18.981,0.08964,18.846,27000.756021168592,-89.46881856142309,-67.5739397566553,3.3218739077842017,1.6609369538921008,-72.5567506183316,-0.017282792265591936,4,stop_z_exit
128,2024-08-11 02:00:00+00:00,2024-08-11 20:00:00+00:00,SHORT_SPREAD,0.10911,21.665,0.1014,20.542,-22912.65695170012,78.3848439932782,88.63040529315657,3.252693010130675,1.6263465050653372,83.75136577796056,0.019949314768988497,18,mean_reversion_exit
129,2024-08-12 22:00:00+00:00,2024-08-13 18:00:00+00:00,SHORT_SPREAD,0.10643,20.976,0.10582,21.372,-23489.617589025653,80.95955592650516,46.38865087620174,3.3656586430585342,1.6828293215292671,41.34016291161394,0.00984709819194465,20,mean_reversion_exit
130,2024-08-18 19:00:00+00:00,2024-08-20 01:00:00+00:00,LONG_SPREAD,0.10246,21.342,0.10413,21.692,24399.765762248684,-79.57115758196852,12.897703669266324,3.386005121682156,1.6930025608410777,7.818695986743091,0.0018623890592553301,30,mean_reversion_exit
131,2024-08-20 15:00:00+00:00,2024-08-23 17:00:00+00:00,LONG_SPREAD,0.10212,21.769,0.1124,26.375,24481.002741872308,-78.01036543315597,-107.65103499866927,3.602958296640124,1.8014791483200618,-113.05547244362945,-0.026929461808587955,74,mean_reversion_exit
132,2024-08-26 18:00:00+00:00,2024-08-28 13:00:00+00:00,LONG_SPREAD,0.10565,26.51,0.10005,24.013,23663.038334122102,-64.0591341046538,27.442643188236904,3.2415786470793364,1.6207893235396682,22.5802752176179,0.005378551307221666,43,mean_reversion_exit
133,2024-08-29 23:00:00+00:00,2024-09-01 13:00:00+00:00,SHORT_SPREAD,0.10031,22.879,0.09861,22.296,-24922.73950752667,74.2256062377889,-0.9048712738359033,3.3243092418517284,1.662154620925864,-5.891335136613495,-0.001403297700977103,62,mean_reversion_exit
134,2024-09-05 17:00:00+00:00,2024-09-06 11:00:00+00:00,SHORT_SPREAD,0.09875,21.713,0.09686,21.512,-25316.45569620253,78.21156197275236,32.12757730929959,3.3331386660025597,1.6665693330012799,27.12786931029575,0.006461774072053243,18,mean_reversion_exit
135,2024-09-06 15:00:00+00:00,2024-09-06 17:00:00+00:00,LONG_SPREAD,0.09364,21.335,0.09174,21.162,26697.992310978214,-79.59726482842147,-36.95585857554152,3.3327675112090276,1.6663837556045138,-41.95500984235506,-0.009993552817993613,2,stop_z_exit
136,2024-09-13 15:00:00+00:00,2024-09-14 04:00:00+00:00,SHORT_SPREAD,0.10794,24.689,0.10668,24.994,-23161.015378914213,68.78397849707855,50.16199281904078,3.3552846097171694,1.6776423048585845,45.12906590446503,0.010749603097165427,13,mean_reversion_exit
137,2024-09-19 01:00:00+00:00,2024-09-21 14:00:00+00:00,LONG_SPREAD,0.10412,25.998,0.10887,27.879,24010.756819054935,-65.32070332773183,-8.817148068952893,3.4533338512314877,1.7266669256157439,-13.997148845800124,-0.003334077308465003,61,mean_reversion_exit
138,2024-09-26 07:00:00+00:00,2024-09-26 08:00:00+00:00,SHORT_SPREAD,0.11342,28.002,0.11376,27.78,-22041.967906894726,60.64594118685709,-20.95766803182619,3.356178464149443,1.6780892320747214,-25.991935728050358,-0.006191198226771429,1,stop_z_exit
139,2024-09-27 09:00:00+00:00,2024-09-30 01:00:00+00:00,SHORT_SPREAD,0.12422,29.881,0.12235,28.405,-20125.583641925616,56.83235651800047,-46.249716810167776,3.30995835623911,1.6549791781195549,-51.21465434452644,-0.012199171330681333,64,mean_reversion_exit
140,2024-10-01 20:00:00+00:00,2024-10-03 13:00:00+00:00,LONG_SPREAD,0.10645,25.881,0.10408,24.417,23485.204321277593,-65.6159980338616,40.40188688014546,3.2978774139462983,1.648938706973149,35.45507075922602,0.008445287550387497,41,mean_reversion_exit
